smiles,strength,absorption
c1ccc(-c2ncc(C3CCCC3)cn2)cc1,0,3
CCCCCCCCCCCCOc1cc2ccc3cccc4ccc(c1)c2c34,0,3
CCCCCCCCCCCCCCCC(=O)Nc1ccc2[n+](c1)[B-](F)(F)NC(c1ccc(NC(=O)c3ccc(C(=O)CCCCCCCCCCC)cc3)cc1)=N2,0,3
O=C(CCCCCCCCCCCCC[CH2][Cd])Sc1nc2ccccc2[nH]1,0,3
Cc1cc(C(C)C)cc2c3cc4cccc5c(C(C)C)cc(ccc-3c45)c12,0,3
Cc1cc(=O)oc2ccc(-c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)cc12,0,3
CCCCCCCCCCCCCCCOc1cc2ccc3cc(C#Cc4ccc(C(F)(F)F)cc4)cc4ccc(c1)c2c34,0,3
CC(C)C1=N[PH](c2ccc3ccc4cccc5ccc2c3c45)=N1,0,3
CC(=O)c1ccc(C2CCC(c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)n4)cc3)CC2)cc1,0,3
CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(C(C)(C)C)ccc1N2c1ccc(C2c3ccccc3Oc3ccccc32)cc1,0,3
CCc1cccc(NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c1,0,3
C/C=C/C(C)=O,0,3
CC1(C)c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,0,3
CCCCCCCCC(=O)c1ccc2cc(N(C)C)ccc2c1F,0,3
CCCCCCCOc1c(Br)cc(Br)cc1/C=N/NC(=O)Cn1c2ccccc2c(=O)c2ccccc21,0,3
CCCCCCCC(=O)c1ccc2c(N3CCN(c4ccccc4)CC3)cc3cccc4ccc1c2c43,0,3
c1ccc(C2CCC(c3cccc(-c4cc5cccnc5c5ncccc45)c3)C2)nc1,0,3
CCCC1(C)c2cc(-c3cccc4c3sc3ccccc34)ccc2-c2ccc(-c3cccc4c3sc3ccccc34)cc21,0,3
C1=CC2=NC=CC2=C1,0,3
CC(=O)Cc1cc2ccc3cccc4ccc(c1)c2c34,0,3
c1ccc(-c2cc(-c3ccccc3)nc(C3CCCC3)n2)cc1,0,3
CCCCCCN(C)c1ccc(C=O)cc1Br,0,3
CCC1CCC(N2CCN(c3ccccc3OC)CC2)C1,0,3
CCCCCCCCCCCCCC(=O)c1ccc2oc3nc4oc5ccc(C)cc5c4cc3c2c1,0,3
CCCCCCCCCCC(=O)c1ccc(C(C)C)cc1/N=C/c1ccc(N(C)C)cc1,0,3
CCCCCCCCCCCOc1ccc2cc(-c3cn(-c4ccccc4)nn3)ccc2c1,0,3
CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,0,3
c1ccc2sc(C3CCCC3)cc2c1,0,3
c1ccc2c(c1)c1ccncc1n2C1CCC(c2ccnc(-c3cc(C4CCCC4)ccn3)c2)CC1,0,3
CCCCCCCSc1cc(=O)c2ccccc2[nH]1,0,3
c1ncc2cc(C3CCC(c4ccc(-n5cnc6cc7c(cc65)ncn7-c5ccc(C6CCCC6)cc5)cc4)CC3)ccc2n1,0,3
CCCCCCCCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,0,3
CCCCCCCCCC(=O)c1ccc(C(F)(F)F)cc1,0,3
CC1=CC2=CC=CC2=C1,0,3
CC(=O)c1cc2ccccc2s1,0,3
O=C1NC(=O)c2ccccc21,0,3
CC1=C2C=C(N3CCCC3)C=C2C=C1C=O,0,3
CCCCC(=O)c1ccc2cc(N(C)C)ccc2c1,0,3
O=C(Cn1c2ccccc2c(=O)c2ccccc21)N/N=C/c1ccc(OCC2=C3C=CC=C3C=C2)cc1,0,3
CC1(C)c2cc(C3CCCCC3)ccc2-c2ccc(C3CCCC(c4ccc5ccc6cccnc6c5n4)C3)cc21,0,3
CCCCCCCCCCCCOc1cc(/C=N/c2ccc([N+](=O)[O-])cc2)ccc1OCCCCCCCCC,0,3
C1=CC2=CN(c3ccc(C4CCC(c5cncnc5)CC4)cc3)C2=C1,0,3
CCCCCCCCCCCOc1ccc(C2=NCCO2)cc1,0,3
CCCCCCCCCCCCCC(=O)c1ccc(C[n+]2ccccc2)cc1,0,3
Cc1ccc2cccc3c2c1C=C3,0,3
CCCCCCCCCCCOc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)c(O)c1,0,3
c1ccc(N2CC[NH+](C3CCCC3)CC2)cc1,0,3
CC(=O)c1ccc2c(c1)CCC2(C)C,0,3
CCCCCCCCCCCCCOc1ccc(OCCCCCCCCCCC)c(/C=N/NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c1,0,3
C1=CC2=C(c3cc(-c4cccc5ccccc45)cc(-c4cccc5ccccc45)n3)C=CC2=C1,0,3
Cc1cn(C2=C3C=CC=C3C=C2)c2ccccc12,0,3
CC(=O)c1cc2ccc3cccc4ccc(c1C)c2c34,0,3
CCCCCC(=O)c1ccc2cc(N(C)C)ccc2c1,0,3
CCCCCCCCCCCCCC(=O)c1ccc(C(=O)CCCCCCCCCC)cc1F,0,3
CC(=O)c1ccc2c(c1)CCC2=O,0,3
CCCCCCCCCOc1cc2ccc3cccc4ccc(c1)c2c34,0,3
CCCCCCCC(=O)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,0,3
CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N3CCCCC3)ccc1-2,0,3
CCCCCCCCCOc1cc(C2c3ccc(N(C)C)cc3Oc3cc(N(C)C)ccc32)c(OCCCC)cc1N(C)C,0,3
CCCCC,0,4
c1ccc2c(c1)-c1ccccc1C2c1nccs1,0,4
CCCCCCCOc1ccc(OCCCCC)cc1C=O,0,4
CCCC(=O)c1cc2ccccc2o1,0,4
CCC,0,4
Cc1ccc2ccoc2c1,0,4
CN(C)c1ccc(C=O)cc1,0,4
CSC(C)C,0,4
Cc1coc2cc(O)ccc12,0,4
c1cc2ccc3ccc4cc(c1)c2c3-4,0,4
CCCCCC,0,4
O=c1ccoc2cc(N3c4ccccc4C(c4ccccc4)(c4ccccc4)c4ccccc43)ccc12,0,4
CCCCN1CCC1,0,4
O=C(O)CCCCn1c2ccccc2c(=O)c2ccc(S(=O)(=O)O)cc21,0,4
CC1=CCC(C)C1,0,4
CC1(C)CCc2cc(C(F)(F)F)ccc21,0,4
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,0,4
CC1CC(=O)C2=C(C1)Oc1ccc3ccccc3c1C2c1ccncc1,0,4
N#Cc1cn([C@@H]2O[C@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,0,4
O=C(O)CCCCn1nccc1[N+](=O)[O-],0,4
COP(=O)(OCCCCCO)c1ccc(CNC(=O)C(N)CCCCN)c(P(=O)(OCCCCNC(=O)C(F)(F)F)OCCCCC(=O)C(F)(F)F)c1,0,4
Cc1oc2ccc(-c3cc(-c4ccccc4)nn3-c3ccc(Cl)cc3)cc2c1C,0,4
CCCCCCCCCCCCCCCC(=O)Nc1ccc(N(C)C)cc1C(C)=O,0,4
CCCCCCCNC(=O)c1cc2ccc(N(C)C)cc2oc1=O,0,4
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0,4
O=[N+]([O-])c1ccoc1,0,4
C1=Cc2ccc3c(c2=C1)=CC=C3,0,4
CCCCCCCCCCCCCC,0,4
CC(=O)c1ccoc1,0,4
CCC(=O)c1cc(F)c(F)cc1F,0,4
CCCCCCCCCCCCCCCC#N,0,4
CCc1coc2cc(O)c(O)cc2c1=O,0,4
C#Cc1nnn(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1,0,4
CCC1(C)CCc2c(cc(OC)cc2-c2c(C)no[n+]2[O-])C1,0,4
c1ccc2occc2c1,0,4
CCCCCCCCCC,0,4
COCCOCCOCC(COCCOCCNC(C)=O)OC,0,4
CCCCCCCCC1(CCCCCCC)c2ccccc2-c2ccc(C#Cc3ccc4c(c3)C(CCC)(CCCCCCC)c3cc(C=O)ccc3-4)cc21,0,4
CCCCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC(C)C)nc(C#N)n3)ccc21,0,4
CC(=O)c1ccc(N(C)C)cc1,0,4
C#Cc1cc(C#Cc2ccc(Cl)cc2)nc(C#Cc2ccc(Cl)cc2)n1,0,4
O=C1C2=CC=CC2=Nc2cc(-n3c4ccccc4c4ccccc43)ccc21,0,4
O=c1cc2ccccn2c2ccccc12,0,4
Cc1cccc([N+](=O)[O-])c1,0,4
CCC(=O)c1ccc2c(c1)c(=O)c1ccccc1n2C,0,4
CO,0,4
CC(=O)c1ccc(F)cc1,0,4
O=c1ccoc2cc(O)ccc12,0,4
CCc1nc2c(ccc3c4cc5ccccc5cc4c4ccccc4c32)o1,0,4
CCCCCCCCCCC,0,4
CSC[n+]1ccc(C)cc1,0,4
CC(=O)c1ccc(Br)cc1,0,4
COc1ccc(C=O)cc1OC,0,4
CCCCC[NH+]1CCC1,0,4
CC1=C(C)C[C@H](CCC(=O)[O-])[CH]C1,0,4
Cc1coc2cc(O)ccc2c1=O,0,4
CCCCCCCCCSC,0,4
CCCCCCCCCCCCCCC(=O)Nc1ccc(N)cc1,0,4
CCCCCCCCC(=O)c1ccc(S(=O)(=O)O)cc1,0,4
CC(=O)O,0,4
Nc1nc(Nc2cccc3ccccc23)nc(Nc2cccc3ccccc23)n1,0,4
CCc1coc2cc(O)ccc2c1=O,0,4
CC(C)(C)[Si](C)(C)OC[C@@]12O[C@@H](C[C@@H]1O[Si](C)(C)C(C)(C)C)[C@H]2O,0,4
CCCCN(C)c1ccc(C=O)cc1,0,4
CCC1(C)CCn2c(nc3ccccc3c2=O)-c2cc(O)ccc21,0,4
CCCCCCCCCCCCc1ccc(O)c(O)c1,0,4
CCCCCC/C=C/CCCCCC(=O)O,0,4
CCCc1cc2ccccc2c2ccccc12,0,4
COc1cc(OC)c(-c2ccc(I)cc2)cc1C=O,0,4
O=[N+]([O-])c1ccc(O)c(O)c1,0,4
Cc1coc2cc(O)c(C=O)cc2c1=O,0,4
CN(C)c1ccc(-c2ccc3occc3c2)cc1,0,4
O=C1C(O)Nc2ccc(C(F)(F)F)n21,0,4
Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0,4
CC1CCCC1=O,0,4
CCCCCCCCCCCO,0,4
O=C(Cn1c2ccccc2c(=O)c2ccccc21)NC[C@H]1C[CH]N(Cc2ccccc2)C1,0,4
O=Cc1ccc(I)cc1,0,4
CCCCCCCCCn1c2ccccc2c(=O)c2cc(Cl)ccc21,0,4
CCCCCCCCCCCCOc1cc(C=O)cc(OCCCCCCCCCCC)c1,0,4
CCCCCCCCCCCCSCCCCCCCCCCCC,0,4
CCCCn1c2ccc(-c3cc(F)cc(F)c3)cc2c2cc(-c3cc(F)cc(F)c3)ccc21,0,4
CCc1coc2cc(O)ccc12,0,4
CCCCCn1c2ccc([N+](=O)[O-])cc2c(=O)c2cc([N+](=O)[O-])ccc21,0,4
CCCCCCCCCOc1ccc2cc(N(C)C)ccc2c1,0,4
CN1CCN(Cc2cccc3ccccc23)CC1,0,4
CC(N)=O,0,4
O=[N+]([O-])c1ccc(O)cc1,0,4
CC(=O)Nc1ccc(Cl)cc1Cl,0,4
O=c1cc(C2CC[NH+]2)c2ccc(N3CC4CCC3CC4)cc2o1,0,4
Cc1coc2cc(N(C)C)ccc2c1=O,0,4
Nc1ccc2cc(S(=O)(=O)O)ccc2c1,0,4
CCCN(C)C,0,4
COc1ccc(C=O)cc1F,0,4
Cc1cc2occc(=O)c2cc1O,0,4
OC1=CC2=CC=CC2=C1,0,4
CCCCCCCCCSCCCCC,0,4
CC1CC(=O)c2ccc(F)cc2N1,0,4
CC1CCc2c1cc(C(F)(F)F)cc2C(F)(F)F,0,4
CCCCCCCCCCC(=O)OC,0,4
CC1c2ccc(C(F)(F)F)cc2-c2cc(C(F)(F)F)ccc21,0,4
CCCCCCCCCCCCCSCCCCCCCCC,0,4
CCCCCCCCCCSCCCCCCC,0,4
CCCCO,0,4
CCCCCCCC(=O)NCc1ccc(CN2C(=O)c3ccccc3C2=O)cc1,0,4
CCc1coc2cc(O)c(O)cc12,0,4
CCCCCCCCCCSCCCCCC(=O)OC,0,4
CC1(C)CCc2cc(NC(=O)Cn3c4ccccc4c(=O)c4ccccc43)ccc21,0,4
CCCCCC1(CCC)c2ccccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21,0,4
C#N,0,4
CN1Cc2oc3cc(O)c(F)cc3c(=O)c2C1,0,4
CCCCCCCCCCCCCOC1=CC=c2c1ccc1c3c(ccc21)C=CC=3,0,4
CCCCCOc1cc(OCCCC)c(C=O)cc1C=O,0,4
CCCCCCCCCCCCCC(=O)c1ccc(F)cc1,0,4
CCCCCCCOc1cc(OCCCCC)c(C=O)cc1C=O,0,4
CCOC(=O)CCCCN1c2ccc(F)cc2CCC1C,0,4
COC(=O)c1ccc(O)cc1,0,4
CCCCCCCCCCOc1cc(OCCCCCCC)c(C=O)cc1C=O,0,4
CCCCCC(=O)c1nc2ccccc2[nH]1,0,4
CCCCCCCCCCCCCSCCCCCCCCCCC,0,4
Cc1cc(N2c3ccccc3Sc3cc(N(c4ccccc4)c4ccccc4)ccc32)ccc1C#N,1,0
Clc1ccc2cc3ccccc3cc2c1,1,0
Cc1cc(C)cc(-n2c3ccccc3c3ccc4c5ccccc5n(-c5cc(C)cc(C)c5)c4c32)c1,1,0
Cc1cc(-n2c3ccccc3c3cc4ccccc4cc32)c2ccccc2c1,1,0
CCCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(C)C(C)=C(C)C1=C2c1ccc2c3ccccc3n(-c3ccccc3)c2c1,1,0
BC1CC(O)C(COP(=O)([O-])OP(=O)([O-])OC)O1,1,0
CC1=N/C(=C\c2c3ccccc3cc3ccccc23)C(=O)O1,1,0
COCCC1=CC2=NC1=CC=c1[nH]c(cc1CCOC)=C1C=C(C)C(=N1)c1[nH]c2cc1CCOC,1,0
Cc1cc2ccccc2c2cc3ccccc3cc12,1,0
N#Cc1cccc(N(c2ccccc2)c2ccccc2)c1,1,0
BC1OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O,1,0
CC1=N/C(=C\c2ccc(N3CCOCC3)cc2)C(=O)N1,1,0
CC1(C)CC=C(/C=C/C(N)=C/C=C2C=Nc3ccccc3C2(C)C)C1,1,0
CN(C)c1ccc(C#Cc2cc(C#N)c3ccc4c(C#Cc5ccc(N(C)C)cc5)cc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c45)cc1,1,0
Cc1cc(N2c3ccccc3Oc3cc(N(c4ccccc4)c4ccccc4)ccc32)ccc1C#N,1,0
CC1=P(c2ccccc2)(c2ccccc2)C(c2ccccc2)=CC(=Cc2ccccc2)C1,1,0
CC1=Cc2ccc3ccccc3[n+]2[B-](F)(F)N1c1cccc2ccccc12,1,0
BC1CC(O)C(COP(=O)([O-])OP(=O)([O-])O)O1,1,0
C[Si](C)C#Cc1c2ccccc2c(C#C[Si](C)(C)C)c2cc3ccccc3cc12,1,0
Cc1ccc2cc3ccccc3cc2c1,1,0
Cc1cnc2oc3cc(-n4c5ccc(N(c6ccccc6)c6ccccc6)cc5c5cccnc54)cnc3c2c1,1,0
CCOc1cc(/C=C2/C(=N)N3N=CSC3=NC2=O)cc(OC)c1OC,1,0
S=[PH]1c2cc(N3c4ccccc4Oc4ccccc43)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,1,0
O=[N+]([O-])c1ccc(OP(=O)([O-])[O-])cc1,1,0
Cc1cc(C)cc(-c2ccc3c(c2)c2cc(C)ccc2n3-c2cc(C)cc3ccccc23)c1,1,0
O=S(=O)(c1ccccc1)c1ccc(-c2cccc(-n3c4ccccc4c4cc(N(c5ccccc5)c5ccccc5)ccc43)c2)cc1,1,0
CC1=Cc2cc3ccccc3n2[B-](F)(F)[N+]1=C1C=NC=N1,1,0
CSc1cc2ccc3cccc4ccc(c1)c2c34,1,0
CSc1ccc2[nH]c3ccccc3c2c1,1,0
CC1=N/C(=C/c2c3ccccc3cc3ccccc23)C(=O)N1,1,0
CCc1ccc2cc3cc(C)ccc3cc2c1,1,0
CCCC1=Cc2nc1ccc1[nH]c(cc1CCC)c1nc(ccc3[nH]c2cc3CCC)C(C)=C1,1,0
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,0
CCC1=C/C(=C2\C=CC(C)=N2)C1=O,1,0
COc1ccc(-n2c(-c3ccc4n3[B-](F)(F)[N+]3=C(C)C(C)=C(C)C3=C4C)nc3c4ccccc4c4ccccc4c32)cc1,1,0
CCCC1=Cc2nc1cc(NC(C)=O)c1nc(ccc3[nH]c2cc3CCC)C(C)=C1,1,0
COc1cccc(C2C([Te])=N[O+]=C2C#N)c1,1,0
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(ccc3[nH]c2cc3CCOC)C(C)=C1,1,0
CCCCCC1(C)c2cc(C=Cc3ccc(C#N)cc3)ccc2-c2ccc(C=Cc3ccc(C#N)cc3)cc21,1,0
CN(C)c1ccc(C2=CC(=O)C=CC2=O)cc1,1,0
CSc1cc(C(F)(F)F)c(N2c3ccccc3Oc3cc(-n4c5ccccc5c5ccccc54)ccc32)c(C(F)(F)F)c1,1,0
CC1=Cc2cc3cc4ccccc4cc3cc2NB1c1ccccc1,1,0
Cc1cc2c([nH]1)[nH]c1ccccc12,1,0
CCCc1cc2[nH]c1ccc1nc(c3cc(CCC)c(ccc4nc2C=C4)[nH]3)C=C1C,1,0
CSc1ccc(N(C)c2ccccc2)cc1,1,0
CC1=CC(=[N+]2C(C)=Cc3c(C)cc(C)n3[B-]2(F)F)c2ccccc21,1,0
Cc1cc(-c2c(C#N)c(-c3c(C#N)cccc3C#N)c(C#N)c(-c3c(C#N)cccc3C#N)c2C#N)c2oc(=O)ccc2c1,1,0
CN1N=CC(=N)C1=O,1,0
Cc1ccc2oc3ncc(N4c5ccccc5N(c5ccccc5)c5ccccc54)cc3c2c1,1,0
c1ccc(N(c2ccccc2)c2ccc3c(c2)Sc2ccccc2N3C2CCCC2)cc1,1,0
Cc1cc2ccc1[nH]2,1,0
CCCC1=Cc2nc1ccc1[nH]c(cc1CCC)c1nc(ccc3[nH]c2c(-c2cccc(OC)c2)c3-c2cccc(OC)c2)C(C)=C1,1,0
CCCc1c2n(c3cc4ccccc4cc13)C(=O)C(C)=C2,1,0
O=S(=O)(c1ccccc1)c1ccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)cc1,1,0
O=S(=O)([O-])c1ccc2c(O)cccc2c1,1,0
Cc1cc(C)cc(C(=O)c2cc(C)cc(N3c4ccccc4Sc4ccccc43)c2)c1,1,0
CC1=CC(=C(c2ccc(O)c(C(=O)[O-])c2)c2ccccc2S(=O)(=O)[O-])C=C(C)C1=O,1,0
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(C)C(C)=C(C)C1=C2c1ccccc1,1,0
CC1=c2c(cc3cccc4ccc(N5CCCC5)c2c43)C=C1,1,0
Cc1cc(C)c2c(c1)c1cc(C)cc(C)c1n2-c1ccc(N2c3ccccc3Oc3ccccc32)cc1,1,0
CC1=C2C=CC=[N+]2[B-](F)(F)n2c(C)ccc21,1,0
Cc1cc(C)c(C)c(N2c3ccccc3Nc3ccccc32)c1C,1,0
N#Cc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c43,1,0
CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)CC(C)(C)C1)C2c1ccc(C#N)cc1,1,1
CC(C)(C)C1=Cc2ccc3c4c(ccc1c24)C=C3,1,1
CCCCCC1(CCC)c2cc(N3c4ccccc4Sc4ccccc43)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,1,1
Cc1cc(N(C)c2ccccc2)ccc1-c1nc2ccccc2c2ccccc12,1,1
CCCCCCCCCCN1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21,1,1
Cc1c(Cl)cccc1N1C(=O)C(=O)NC1=S,1,1
COc1ccc(C2=NN(CN3C(=O)C(=O)c4ccccc43)C(=O)C2)cc1,1,1
CCc1ccc2c(c1)C(C)(C)C(=O)N2C1CCCCC1,1,1
O=c1cc(O)c(=O)c1=O,1,1
COc1cccc(N2C(=O)C(=O)NC2=S)c1,1,1
CC1=Cc2cc(C(=O)c3ccccc3)c3c4c(ccc1c24)C=C3,1,1
CC1=CC(C)=C2C=CC=C12,1,1
O=C1NC(=O)N(c2ccccc2)C1=O,1,1
CCCCCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2C2CCCC21,1,1
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(C)C(C)=C(C)C1=C2c1c2ccccc2cc2ccccc12,1,1
Cc1cc(Cc2ccc3c(c2)c2cc(C)ccc2n3C)cc(C(=O)c2ccccc2)c1,1,1
O=c1c([O-])c(-c2ccc(N3CCCCC3)cc2)c1=O,1,1
CC1(C)CCc2cc3c(cc21)c1ccccc1n3-c1ccccc1,1,1
Cc1cc2ccccc2c2[n+]1[B-](c1ccccc1)(c1ccccc1)Oc1ccc3ccccc3c1-2,1,1
N#Cc1ccc2c(c1)C(C1=C3C=CC=C3C=C1)(c1cc3ccccc3c3ccccc13)c1cc(C#N)ccc1-2,1,1
O=C1Cc2cc(N3CCOCC3)ccc2N1,1,1
O[C@H]1[CH]CN(C2=[N+]3C(=C(c4ccc(OCc5ccccc5)cc4)c4ccc(N5CCCCC5)n4[B-]3(F)F)C=C2)C1,1,1
Cc1cc(-n2c3ccccc3c3cc(C)ccc32)c2ccccc2c1,1,1
O=C1C=[O+][B-](F)(F)O1,1,1
O=S(=O)(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,1,1
N#Cc1cc(C#N)c2ccc3c(-c4ccccc4)cc(C#N)c4ccc1c2c43,1,1
CCC1=Cc2ccc3c4c(ccc1c24)C(C)=C3,1,1
CCCCCCCn1cccc1/C=N\c1cc(Cl)cc(Cl)c1,1,1
N#Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,1,1
O=S=O,1,1
C1=Cc2cc(N3c4ccccc4Oc4ccccc43)c3c4c(ccc1c24)C=C3,1,1
C[CH]CC[C@@H](C)CCCc1ccoc1,1,1
Cc1cc2c3c(cccc3c1)C=C2,1,1
O=S(=O)(c1ccccc1)c1ccc2c(c1)c1cc(S(=O)(=O)c3ccccc3)ccc1n2-c1cc2cccnc2c2ncccc12,1,1
O=c1c([O-])c1-c1ccc(N2CCOCC2)cc1,1,1
CCCCCCCCC(=O)c1cc(F)c(O)c(F)c1,1,1
CC1=Cc2cc(C#N)c3c4c(ccc1c24)C=C3,1,1
Cc1cc(C)c2c(C)cc(C)c3c2c1C=C3,1,1
CCCCCCCCN1C(=O)c2ccccc2C1=O,1,1
[C+]CCCCCCCCCCCCCCC[n+]1ccc(/C=C/c2ccc(C(=O)C(F)(F)F)cc2)cc1,1,1
COc1ccc2nc3ccc(S)cc3c(NC(=O)C=Cc3ccccc3)c2c1,1,1
O=S(=O)(c1ccccc1)c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1,1,1
CC(=O)N1C(=O)C(=O)c2ccccc21,1,1
CCCCCOc1cc2ccc3c(-c4ccncc4)cc(-c4ccncc4)c4ccc(c1)c2c34,1,1
COc1cc(OCCOc2ccc(-n3c(-c4ccccc4)nnc3-[c-]3cccc3)cc2)cc(-c2cccc(C(=O)[O-])c2)c1,1,1
N#Cc1ccc2ccc3cccc4ccc1c2c34,1,1
Cc1cc2c3cc(C#N)c(C#N)cc3n(-c3ccccc3)c2cc1C#N,1,1
CSc1cc(C)cc2ccccc12,1,1
CCCCCCCCN1c2ccccc2C(C)(C)c2cc(N3c4ccccc4C(C)(C)c4ccccc43)ccc21,1,1
CCCCCCCCCN1c2ccccc2C12C=Nc1c(cc3ccc4cccc5ccc1c3c45)O2,1,2
CCC1=Cc2ccc3c4c(ccc1c24)C=C3,1,2
CCCCOc1ccc2ccc3cccc4ccc1c2c34,1,2
CC1=CC(Cc2ccc3c(c2)c2cc(C)ccc2n3C)=CC1(c1ccccc1)c1cc(C)cc(C)c1,1,2
CC1=Cc2ccc3c4c(cc(N(C)C)c1c24)C=C3,1,2
CCCCCCCCCN1C(=O)c2cccc3cc(N=Cc4ccc(N5CCOCC5)cc4)cc(c23)C1=O,1,2
CC(=O)N/N=C/c1c2ccccc2cc2ccccc12,1,2
CCCCCCCCCN1c2ccc(C#N)cc2Sc2cc(C=O)ccc21,1,2
N#Cc1nc2ccccc2nc1-c1cn(-c2ccccc2)c2ccccc12,1,2
CCCCCOc1cc(OCCC)ccc1-n1cc(-c2ccc(C=C(C#N)C(=O)O)cc2)nn1,1,2
CCCCCCCCCN1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21,1,2
CCCCCCCCCCCCCCCOc1ccccc1N1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21,1,2
BrC1=Cc2ccc3c4c(ccc1c24)C=C3,1,2
CCc1cc2c3c(ccc4c3c1C(C)=C4)C=C2,1,2
CCCCCCCN1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,1,2
CCCc1cc2ccc3cc(C)cc4cc1-c2c34,1,2
CCCCCCCCCN1c2ccc(Br)cc2C(C)(C)c2cc(Br)ccc21,1,2
Cc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2-c1cccc(S(=O)(=O)c2ccccc2)c1,1,2
BrC1=Cc2ccc3c4c(ccc1c24)C(Br)=C3,1,2
C1=Cc2ccc3c4c(ccc1c24)C=C3c1ncccn1,1,2
CCCCCCCCN1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21,1,2
CCCCCCCN1c2cc(N(C)C)ccc2C(C)(C)C12C=Nc1c(ccc3cc4ccccc4cc13)O2,1,2
Cc1ccc2ccc3c(C)cc(C)c4ccc1c2c34,1,2
CCCc1cc(CCC)c2ccc3c(C(=O)c4ccccc4)cc(C)c4ccc1c2c43,1,2
N#Cc1ccc(-c2ccc(N3CCCC3)cc2)c2c1-c1ccccc1C2=O,1,2
CCCCCCCN1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21,1,2
CCCCCCCCCN1c2ccccc2C(C)(C)c2cc(C#N)ccc21,1,2
CCCCCCCCCCCN1c2ccccc2Sc2cc(Br)ccc21,1,2
N#Cc1ccc2ccc3ccc(c1)c23,1,2
CCCC1(C)c2cc(-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21,1,2
C1=NC(c2cn(-c3ccccc3)nc2-c2ccccc2)=C1,1,2
CCCCCCCCCCBr,1,2
O=S(=O)(c1ccccc1)c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)cnc32)cc1,1,2
OC[C@H]1O[CH][C@@H](NC(=S)Nc2ccc3cc4ccccc4cc3c2)[C@H](O)[C@H]1O,1,2
O=c1ccn([C@H]2O[CH][C@H](O)[C@H]2O)c(=O)[nH]1,1,2
CCCCCCCCCCCCCOc1cc2cc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)c(=O)oc2cc1OCCCCCCCCCCCC,1,2
O=C(F)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1,2
CC1(C)c2ccccc2N(c2ccc(-n3nc(C#N)c(-c4ccccc4)n3)cc2)c2ccccc21,1,2
CCCC1=Cc2ccc3c4c(ccc1c24)C(C)=C3,1,2
COc1ccnc(OC)n1,1,2
